,Unnamed: 0,poutcome,y,poutcome_status,unknown,failure,other,success
705,705,unknown,1,1,1,0,0,0
706,706,unknown,0,1,1,0,0,0
707,707,unknown,0,1,1,0,0,0
708,708,unknown,0,1,1,0,0,0
709,709,unknown,0,1,1,0,0,0
710,710,unknown,0,1,1,0,0,0
711,711,unknown,0,1,1,0,0,0
712,712,unknown,0,1,1,0,0,0
713,713,failure,0,2,0,1,0,0
714,714,unknown,0,1,1,0,0,0
715,715,unknown,0,1,1,0,0,0
716,716,unknown,0,1,1,0,0,0
717,717,unknown,0,1,1,0,0,0
718,718,failure,0,2,0,1,0,0
719,719,unknown,0,1,1,0,0,0
720,720,unknown,0,1,1,0,0,0
721,721,unknown,0,1,1,0,0,0
722,722,unknown,0,1,1,0,0,0
723,723,unknown,0,1,1,0,0,0
724,724,other,0,3,0,0,1,0
725,725,other,0,3,0,0,1,0
726,726,unknown,0,1,1,0,0,0
727,727,unknown,0,1,1,0,0,0
728,728,unknown,0,1,1,0,0,0
729,729,unknown,0,1,1,0,0,0
730,730,unknown,0,1,1,0,0,0
731,731,failure,0,2,0,1,0,0
732,732,unknown,1,1,1,0,0,0
733,733,unknown,0,1,1,0,0,0
734,734,unknown,0,1,1,0,0,0
735,735,unknown,0,1,1,0,0,0
736,736,unknown,0,1,1,0,0,0
737,737,unknown,1,1,1,0,0,0
738,738,failure,0,2,0,1,0,0
739,739,unknown,0,1,1,0,0,0
740,740,unknown,0,1,1,0,0,0
741,741,unknown,1,1,1,0,0,0
742,742,other,0,3,0,0,1,0
743,743,unknown,1,1,1,0,0,0
744,744,unknown,0,1,1,0,0,0
745,745,unknown,0,1,1,0,0,0
746,746,unknown,0,1,1,0,0,0
747,747,unknown,0,1,1,0,0,0
748,748,unknown,0,1,1,0,0,0
749,749,unknown,0,1,1,0,0,0
750,750,unknown,0,1,1,0,0,0
751,751,unknown,0,1,1,0,0,0
752,752,unknown,0,1,1,0,0,0
753,753,unknown,0,1,1,0,0,0
754,754,unknown,0,1,1,0,0,0
755,755,unknown,0,1,1,0,0,0
756,756,unknown,1,1,1,0,0,0
757,757,unknown,0,1,1,0,0,0
758,758,unknown,0,1,1,0,0,0
759,759,unknown,0,1,1,0,0,0
760,760,unknown,0,1,1,0,0,0
761,761,unknown,0,1,1,0,0,0
762,762,unknown,0,1,1,0,0,0
763,763,unknown,0,1,1,0,0,0
764,764,failure,0,2,0,1,0,0
765,765,failure,0,2,0,1,0,0
766,766,unknown,0,1,1,0,0,0
767,767,unknown,0,1,1,0,0,0
768,768,unknown,0,1,1,0,0,0
769,769,failure,0,2,0,1,0,0
770,770,unknown,0,1,1,0,0,0
771,771,unknown,0,1,1,0,0,0
772,772,unknown,0,1,1,0,0,0
773,773,unknown,0,1,1,0,0,0
774,774,unknown,0,1,1,0,0,0
775,775,unknown,0,1,1,0,0,0
776,776,failure,0,2,0,1,0,0
777,777,unknown,0,1,1,0,0,0
778,778,unknown,0,1,1,0,0,0
779,779,unknown,0,1,1,0,0,0
780,780,unknown,0,1,1,0,0,0
781,781,unknown,0,1,1,0,0,0
782,782,unknown,0,1,1,0,0,0
783,783,unknown,0,1,1,0,0,0
784,784,unknown,0,1,1,0,0,0
785,785,unknown,0,1,1,0,0,0
786,786,unknown,0,1,1,0,0,0
787,787,unknown,0,1,1,0,0,0
788,788,unknown,0,1,1,0,0,0
789,789,unknown,0,1,1,0,0,0
790,790,unknown,0,1,1,0,0,0
791,791,unknown,0,1,1,0,0,0
792,792,unknown,0,1,1,0,0,0
793,793,unknown,0,1,1,0,0,0
794,794,unknown,1,1,1,0,0,0
795,795,unknown,0,1,1,0,0,0
796,796,unknown,0,1,1,0,0,0
797,797,unknown,0,1,1,0,0,0
798,798,failure,0,2,0,1,0,0
799,799,unknown,0,1,1,0,0,0
800,800,other,0,3,0,0,1,0
801,801,failure,0,2,0,1,0,0
802,802,failure,0,2,0,1,0,0
803,803,unknown,0,1,1,0,0,0
804,804,failure,0,2,0,1,0,0
805,805,failure,0,2,0,1,0,0
806,806,unknown,0,1,1,0,0,0
807,807,unknown,0,1,1,0,0,0
808,808,other,0,3,0,0,1,0
809,809,unknown,1,1,1,0,0,0
810,810,unknown,0,1,1,0,0,0
811,811,unknown,0,1,1,0,0,0
812,812,unknown,0,1,1,0,0,0
813,813,unknown,0,1,1,0,0,0
814,814,other,0,3,0,0,1,0
815,815,unknown,0,1,1,0,0,0
816,816,unknown,0,1,1,0,0,0
817,817,unknown,0,1,1,0,0,0
818,818,unknown,0,1,1,0,0,0
819,819,other,0,3,0,0,1,0
820,820,unknown,0,1,1,0,0,0
821,821,failure,0,2,0,1,0,0
822,822,other,0,3,0,0,1,0
823,823,other,1,3,0,0,1,0
824,824,unknown,0,1,1,0,0,0
825,825,unknown,0,1,1,0,0,0
826,826,unknown,0,1,1,0,0,0
827,827,unknown,0,1,1,0,0,0
828,828,other,0,3,0,0,1,0
829,829,unknown,0,1,1,0,0,0
830,830,unknown,0,1,1,0,0,0
831,831,unknown,1,1,1,0,0,0
832,832,unknown,0,1,1,0,0,0
833,833,unknown,0,1,1,0,0,0
834,834,unknown,0,1,1,0,0,0
835,835,unknown,0,1,1,0,0,0
836,836,unknown,0,1,1,0,0,0
837,837,other,1,3,0,0,1,0
838,838,unknown,0,1,1,0,0,0
839,839,unknown,0,1,1,0,0,0
840,840,unknown,0,1,1,0,0,0
841,841,unknown,0,1,1,0,0,0
842,842,unknown,0,1,1,0,0,0
843,843,failure,0,2,0,1,0,0
844,844,unknown,0,1,1,0,0,0
845,845,unknown,0,1,1,0,0,0
846,846,unknown,0,1,1,0,0,0
847,847,unknown,0,1,1,0,0,0
848,848,unknown,0,1,1,0,0,0
849,849,other,1,3,0,0,1,0
850,850,unknown,0,1,1,0,0,0
851,851,unknown,0,1,1,0,0,0
852,852,unknown,0,1,1,0,0,0
853,853,unknown,0,1,1,0,0,0
854,854,unknown,0,1,1,0,0,0
855,855,success,1,4,0,0,0,1
856,856,unknown,0,1,1,0,0,0
857,857,failure,0,2,0,1,0,0
858,858,failure,0,2,0,1,0,0
859,859,unknown,0,1,1,0,0,0
860,860,unknown,0,1,1,0,0,0
861,861,unknown,0,1,1,0,0,0
862,862,unknown,1,1,1,0,0,0
863,863,unknown,0,1,1,0,0,0
864,864,unknown,0,1,1,0,0,0
865,865,unknown,0,1,1,0,0,0
866,866,unknown,0,1,1,0,0,0
867,867,unknown,0,1,1,0,0,0
868,868,unknown,0,1,1,0,0,0
869,869,failure,0,2,0,1,0,0
870,870,unknown,0,1,1,0,0,0
871,871,unknown,1,1,1,0,0,0
872,872,unknown,0,1,1,0,0,0
873,873,unknown,0,1,1,0,0,0
874,874,other,0,3,0,0,1,0
875,875,unknown,0,1,1,0,0,0
876,876,unknown,0,1,1,0,0,0
877,877,unknown,0,1,1,0,0,0
878,878,unknown,0,1,1,0,0,0
879,879,unknown,0,1,1,0,0,0
880,880,success,1,4,0,0,0,1
881,881,failure,0,2,0,1,0,0
882,882,unknown,0,1,1,0,0,0
883,883,failure,0,2,0,1,0,0
884,884,unknown,0,1,1,0,0,0
885,885,unknown,0,1,1,0,0,0
886,886,unknown,1,1,1,0,0,0
887,887,unknown,0,1,1,0,0,0
888,888,unknown,0,1,1,0,0,0
889,889,unknown,0,1,1,0,0,0
890,890,unknown,0,1,1,0,0,0
891,891,failure,0,2,0,1,0,0
892,892,failure,1,2,0,1,0,0
893,893,failure,0,2,0,1,0,0
894,894,unknown,0,1,1,0,0,0
895,895,unknown,0,1,1,0,0,0
896,896,unknown,0,1,1,0,0,0
897,897,unknown,0,1,1,0,0,0
898,898,unknown,0,1,1,0,0,0
899,899,unknown,0,1,1,0,0,0
900,900,unknown,0,1,1,0,0,0
901,901,failure,0,2,0,1,0,0
902,902,unknown,0,1,1,0,0,0
903,903,failure,0,2,0,1,0,0
904,904,unknown,0,1,1,0,0,0
905,905,unknown,1,1,1,0,0,0
906,906,other,0,3,0,0,1,0
907,907,unknown,0,1,1,0,0,0
908,908,unknown,0,1,1,0,0,0
909,909,unknown,0,1,1,0,0,0
910,910,unknown,0,1,1,0,0,0
911,911,unknown,0,1,1,0,0,0
912,912,unknown,0,1,1,0,0,0
913,913,failure,0,2,0,1,0,0
914,914,unknown,0,1,1,0,0,0
915,915,unknown,0,1,1,0,0,0
916,916,unknown,0,1,1,0,0,0
917,917,unknown,0,1,1,0,0,0
918,918,unknown,0,1,1,0,0,0
919,919,unknown,0,1,1,0,0,0
920,920,unknown,0,1,1,0,0,0
921,921,unknown,0,1,1,0,0,0
922,922,unknown,0,1,1,0,0,0
923,923,unknown,0,1,1,0,0,0
924,924,unknown,0,1,1,0,0,0
925,925,unknown,0,1,1,0,0,0
926,926,failure,0,2,0,1,0,0
927,927,unknown,0,1,1,0,0,0
928,928,unknown,0,1,1,0,0,0
929,929,unknown,0,1,1,0,0,0
930,930,unknown,0,1,1,0,0,0
931,931,unknown,0,1,1,0,0,0
932,932,unknown,0,1,1,0,0,0
933,933,unknown,0,1,1,0,0,0
934,934,unknown,0,1,1,0,0,0
935,935,unknown,0,1,1,0,0,0
936,936,unknown,0,1,1,0,0,0
937,937,unknown,0,1,1,0,0,0
938,938,unknown,0,1,1,0,0,0
939,939,unknown,0,1,1,0,0,0
940,940,unknown,1,1,1,0,0,0
941,941,success,1,4,0,0,0,1
942,942,failure,0,2,0,1,0,0
943,943,unknown,0,1,1,0,0,0
944,944,unknown,1,1,1,0,0,0
945,945,unknown,1,1,1,0,0,0
946,946,unknown,0,1,1,0,0,0
947,947,unknown,0,1,1,0,0,0
948,948,unknown,0,1,1,0,0,0
949,949,unknown,0,1,1,0,0,0
950,950,unknown,0,1,1,0,0,0
951,951,unknown,0,1,1,0,0,0
952,952,unknown,0,1,1,0,0,0
953,953,unknown,0,1,1,0,0,0
954,954,unknown,0,1,1,0,0,0
955,955,unknown,0,1,1,0,0,0
956,956,other,0,3,0,0,1,0
957,957,unknown,0,1,1,0,0,0
958,958,unknown,0,1,1,0,0,0
959,959,unknown,0,1,1,0,0,0
960,960,failure,0,2,0,1,0,0
961,961,unknown,0,1,1,0,0,0
962,962,unknown,0,1,1,0,0,0
963,963,unknown,0,1,1,0,0,0
964,964,unknown,0,1,1,0,0,0
965,965,unknown,1,1,1,0,0,0
966,966,unknown,0,1,1,0,0,0
967,967,failure,0,2,0,1,0,0
968,968,unknown,0,1,1,0,0,0
969,969,unknown,0,1,1,0,0,0
970,970,failure,1,2,0,1,0,0
971,971,unknown,0,1,1,0,0,0
972,972,unknown,0,1,1,0,0,0
973,973,failure,0,2,0,1,0,0
974,974,unknown,0,1,1,0,0,0
975,975,unknown,1,1,1,0,0,0
976,976,unknown,0,1,1,0,0,0
977,977,unknown,0,1,1,0,0,0
978,978,unknown,0,1,1,0,0,0
979,979,unknown,0,1,1,0,0,0
980,980,unknown,1,1,1,0,0,0
981,981,unknown,0,1,1,0,0,0
982,982,unknown,0,1,1,0,0,0
983,983,unknown,0,1,1,0,0,0
984,984,success,1,4,0,0,0,1
985,985,unknown,0,1,1,0,0,0
986,986,unknown,0,1,1,0,0,0
987,987,unknown,0,1,1,0,0,0
988,988,unknown,0,1,1,0,0,0
989,989,unknown,0,1,1,0,0,0
990,990,unknown,0,1,1,0,0,0
991,991,unknown,1,1,1,0,0,0
992,992,unknown,0,1,1,0,0,0
993,993,unknown,0,1,1,0,0,0
994,994,unknown,0,1,1,0,0,0
995,995,unknown,0,1,1,0,0,0
996,996,unknown,0,1,1,0,0,0
997,997,failure,0,2,0,1,0,0
998,998,unknown,0,1,1,0,0,0
999,999,failure,0,2,0,1,0,0
1000,1000,unknown,0,1,1,0,0,0
1001,1001,unknown,0,1,1,0,0,0
1002,1002,unknown,0,1,1,0,0,0
1003,1003,unknown,0,1,1,0,0,0
1004,1004,unknown,0,1,1,0,0,0
1005,1005,unknown,0,1,1,0,0,0
1006,1006,unknown,0,1,1,0,0,0
1007,1007,unknown,1,1,1,0,0,0
1008,1008,unknown,0,1,1,0,0,0
1009,1009,unknown,0,1,1,0,0,0
1010,1010,unknown,0,1,1,0,0,0
1011,1011,unknown,0,1,1,0,0,0
1012,1012,unknown,0,1,1,0,0,0
1013,1013,unknown,0,1,1,0,0,0
1014,1014,unknown,0,1,1,0,0,0
1015,1015,unknown,0,1,1,0,0,0
1016,1016,unknown,0,1,1,0,0,0
1017,1017,unknown,1,1,1,0,0,0
1018,1018,unknown,0,1,1,0,0,0
1019,1019,unknown,1,1,1,0,0,0
1020,1020,failure,1,2,0,1,0,0
1021,1021,unknown,1,1,1,0,0,0
1022,1022,unknown,0,1,1,0,0,0
1023,1023,unknown,0,1,1,0,0,0
1024,1024,unknown,0,1,1,0,0,0
1025,1025,unknown,1,1,1,0,0,0
1026,1026,unknown,0,1,1,0,0,0
1027,1027,unknown,0,1,1,0,0,0
1028,1028,unknown,0,1,1,0,0,0
1029,1029,unknown,0,1,1,0,0,0
1030,1030,other,0,3,0,0,1,0
1031,1031,unknown,0,1,1,0,0,0
1032,1032,unknown,0,1,1,0,0,0
1033,1033,unknown,0,1,1,0,0,0
1034,1034,unknown,0,1,1,0,0,0
1035,1035,unknown,0,1,1,0,0,0
1036,1036,unknown,0,1,1,0,0,0
1037,1037,unknown,0,1,1,0,0,0
1038,1038,unknown,0,1,1,0,0,0
1039,1039,unknown,0,1,1,0,0,0
1040,1040,failure,1,2,0,1,0,0
1041,1041,unknown,0,1,1,0,0,0
1042,1042,other,0,3,0,0,1,0
1043,1043,unknown,0,1,1,0,0,0
1044,1044,unknown,0,1,1,0,0,0
1045,1045,unknown,0,1,1,0,0,0
1046,1046,unknown,0,1,1,0,0,0
1047,1047,unknown,0,1,1,0,0,0
1048,1048,success,1,4,0,0,0,1
1049,1049,unknown,0,1,1,0,0,0
1050,1050,unknown,0,1,1,0,0,0
1051,1051,unknown,0,1,1,0,0,0
1052,1052,unknown,0,1,1,0,0,0
1053,1053,unknown,0,1,1,0,0,0
1054,1054,unknown,0,1,1,0,0,0
1055,1055,unknown,0,1,1,0,0,0
1056,1056,success,1,4,0,0,0,1
1057,1057,unknown,0,1,1,0,0,0
1058,1058,unknown,0,1,1,0,0,0
1059,1059,unknown,0,1,1,0,0,0
1060,1060,success,1,4,0,0,0,1
1061,1061,unknown,0,1,1,0,0,0
1062,1062,unknown,0,1,1,0,0,0
1063,1063,unknown,0,1,1,0,0,0
1064,1064,unknown,0,1,1,0,0,0
1065,1065,unknown,0,1,1,0,0,0
1066,1066,unknown,0,1,1,0,0,0
1067,1067,unknown,0,1,1,0,0,0
1068,1068,unknown,0,1,1,0,0,0
1069,1069,failure,0,2,0,1,0,0
1070,1070,unknown,1,1,1,0,0,0
1071,1071,other,0,3,0,0,1,0
1072,1072,unknown,0,1,1,0,0,0
1073,1073,failure,0,2,0,1,0,0
1074,1074,unknown,0,1,1,0,0,0
1075,1075,unknown,0,1,1,0,0,0
1076,1076,other,1,3,0,0,1,0
1077,1077,failure,1,2,0,1,0,0
1078,1078,unknown,0,1,1,0,0,0
1079,1079,unknown,0,1,1,0,0,0
1080,1080,unknown,0,1,1,0,0,0
1081,1081,unknown,0,1,1,0,0,0
1082,1082,unknown,0,1,1,0,0,0
1083,1083,success,0,4,0,0,0,1
1084,1084,unknown,0,1,1,0,0,0
1085,1085,unknown,1,1,1,0,0,0
1086,1086,unknown,0,1,1,0,0,0
1087,1087,unknown,0,1,1,0,0,0
1088,1088,unknown,0,1,1,0,0,0
1089,1089,unknown,0,1,1,0,0,0
1090,1090,unknown,0,1,1,0,0,0
1091,1091,unknown,0,1,1,0,0,0
1092,1092,unknown,0,1,1,0,0,0
1093,1093,unknown,0,1,1,0,0,0
1094,1094,unknown,0,1,1,0,0,0
1095,1095,unknown,0,1,1,0,0,0
1096,1096,other,0,3,0,0,1,0
1097,1097,failure,0,2,0,1,0,0
1098,1098,unknown,0,1,1,0,0,0
1099,1099,unknown,0,1,1,0,0,0
1100,1100,failure,0,2,0,1,0,0
1101,1101,unknown,0,1,1,0,0,0
1102,1102,unknown,0,1,1,0,0,0
1103,1103,unknown,0,1,1,0,0,0
1104,1104,failure,0,2,0,1,0,0
1105,1105,unknown,0,1,1,0,0,0
1106,1106,failure,0,2,0,1,0,0
1107,1107,unknown,0,1,1,0,0,0
1108,1108,other,0,3,0,0,1,0
1109,1109,failure,1,2,0,1,0,0
1110,1110,unknown,0,1,1,0,0,0
1111,1111,other,1,3,0,0,1,0
1112,1112,failure,0,2,0,1,0,0
1113,1113,unknown,0,1,1,0,0,0
1114,1114,unknown,0,1,1,0,0,0
1115,1115,unknown,0,1,1,0,0,0
1116,1116,unknown,0,1,1,0,0,0
1117,1117,failure,0,2,0,1,0,0
1118,1118,unknown,0,1,1,0,0,0
1119,1119,unknown,0,1,1,0,0,0
1120,1120,unknown,0,1,1,0,0,0
1121,1121,unknown,0,1,1,0,0,0
1122,1122,failure,0,2,0,1,0,0
1123,1123,unknown,0,1,1,0,0,0
1124,1124,success,1,4,0,0,0,1
1125,1125,unknown,0,1,1,0,0,0
1126,1126,unknown,0,1,1,0,0,0
1127,1127,unknown,0,1,1,0,0,0
1128,1128,unknown,0,1,1,0,0,0
1129,1129,failure,0,2,0,1,0,0
1130,1130,unknown,0,1,1,0,0,0
1131,1131,unknown,0,1,1,0,0,0
1132,1132,unknown,0,1,1,0,0,0
1133,1133,unknown,0,1,1,0,0,0
1134,1134,unknown,0,1,1,0,0,0
1135,1135,unknown,1,1,1,0,0,0
1136,1136,other,0,3,0,0,1,0
1137,1137,unknown,0,1,1,0,0,0
1138,1138,unknown,0,1,1,0,0,0
1139,1139,unknown,0,1,1,0,0,0
1140,1140,unknown,0,1,1,0,0,0
1141,1141,unknown,0,1,1,0,0,0
1142,1142,unknown,1,1,1,0,0,0
1143,1143,unknown,0,1,1,0,0,0
1144,1144,unknown,0,1,1,0,0,0
1145,1145,unknown,0,1,1,0,0,0
1146,1146,unknown,0,1,1,0,0,0
1147,1147,unknown,0,1,1,0,0,0
1148,1148,unknown,0,1,1,0,0,0
1149,1149,unknown,0,1,1,0,0,0
1150,1150,unknown,0,1,1,0,0,0
1151,1151,unknown,1,1,1,0,0,0
1152,1152,unknown,0,1,1,0,0,0
1153,1153,unknown,0,1,1,0,0,0
1154,1154,failure,0,2,0,1,0,0
1155,1155,unknown,0,1,1,0,0,0
1156,1156,unknown,0,1,1,0,0,0
1157,1157,unknown,0,1,1,0,0,0
1158,1158,unknown,0,1,1,0,0,0
1159,1159,failure,0,2,0,1,0,0
1160,1160,unknown,0,1,1,0,0,0
1161,1161,unknown,0,1,1,0,0,0
1162,1162,unknown,0,1,1,0,0,0
1163,1163,other,0,3,0,0,1,0
1164,1164,unknown,0,1,1,0,0,0
1165,1165,unknown,0,1,1,0,0,0
1166,1166,success,1,4,0,0,0,1
1167,1167,success,0,4,0,0,0,1
1168,1168,unknown,1,1,1,0,0,0
1169,1169,unknown,0,1,1,0,0,0
1170,1170,unknown,0,1,1,0,0,0
1171,1171,unknown,0,1,1,0,0,0
1172,1172,unknown,0,1,1,0,0,0
1173,1173,success,0,4,0,0,0,1
1174,1174,unknown,0,1,1,0,0,0
1175,1175,unknown,0,1,1,0,0,0
1176,1176,failure,0,2,0,1,0,0
1177,1177,unknown,1,1,1,0,0,0
1178,1178,unknown,0,1,1,0,0,0
1179,1179,unknown,1,1,1,0,0,0
1180,1180,unknown,1,1,1,0,0,0
1181,1181,success,1,4,0,0,0,1
1182,1182,unknown,0,1,1,0,0,0
1183,1183,unknown,0,1,1,0,0,0
1184,1184,unknown,0,1,1,0,0,0
1185,1185,unknown,0,1,1,0,0,0
1186,1186,success,0,4,0,0,0,1
1187,1187,unknown,0,1,1,0,0,0
1188,1188,unknown,0,1,1,0,0,0
1189,1189,unknown,0,1,1,0,0,0
1190,1190,unknown,1,1,1,0,0,0
1191,1191,unknown,0,1,1,0,0,0
1192,1192,unknown,0,1,1,0,0,0
1193,1193,failure,0,2,0,1,0,0
1194,1194,failure,0,2,0,1,0,0
1195,1195,failure,0,2,0,1,0,0
1196,1196,unknown,0,1,1,0,0,0
1197,1197,unknown,0,1,1,0,0,0
1198,1198,unknown,0,1,1,0,0,0
1199,1199,unknown,0,1,1,0,0,0
1200,1200,unknown,0,1,1,0,0,0
1201,1201,unknown,0,1,1,0,0,0
1202,1202,unknown,0,1,1,0,0,0
1203,1203,unknown,0,1,1,0,0,0
1204,1204,unknown,0,1,1,0,0,0
1205,1205,failure,0,2,0,1,0,0
1206,1206,unknown,1,1,1,0,0,0
1207,1207,unknown,0,1,1,0,0,0
1208,1208,unknown,0,1,1,0,0,0
1209,1209,failure,0,2,0,1,0,0
1210,1210,failure,0,2,0,1,0,0
1211,1211,unknown,0,1,1,0,0,0
1212,1212,failure,1,2,0,1,0,0
1213,1213,unknown,0,1,1,0,0,0
1214,1214,unknown,0,1,1,0,0,0
1215,1215,unknown,0,1,1,0,0,0
1216,1216,success,0,4,0,0,0,1
1217,1217,unknown,0,1,1,0,0,0
1218,1218,unknown,0,1,1,0,0,0
1219,1219,unknown,0,1,1,0,0,0
1220,1220,unknown,0,1,1,0,0,0
1221,1221,unknown,0,1,1,0,0,0
1222,1222,unknown,0,1,1,0,0,0
1223,1223,other,0,3,0,0,1,0
1224,1224,unknown,0,1,1,0,0,0
1225,1225,failure,0,2,0,1,0,0
1226,1226,other,0,3,0,0,1,0
1227,1227,unknown,0,1,1,0,0,0
1228,1228,unknown,0,1,1,0,0,0
1229,1229,unknown,0,1,1,0,0,0
1230,1230,unknown,1,1,1,0,0,0
1231,1231,unknown,0,1,1,0,0,0
1232,1232,unknown,0,1,1,0,0,0
1233,1233,unknown,0,1,1,0,0,0
1234,1234,unknown,0,1,1,0,0,0
1235,1235,unknown,0,1,1,0,0,0
1236,1236,unknown,0,1,1,0,0,0
1237,1237,unknown,0,1,1,0,0,0
1238,1238,unknown,0,1,1,0,0,0
1239,1239,unknown,0,1,1,0,0,0
1240,1240,failure,0,2,0,1,0,0
1241,1241,unknown,0,1,1,0,0,0
1242,1242,failure,0,2,0,1,0,0
1243,1243,unknown,0,1,1,0,0,0
1244,1244,unknown,0,1,1,0,0,0
1245,1245,unknown,0,1,1,0,0,0
1246,1246,unknown,0,1,1,0,0,0
1247,1247,unknown,0,1,1,0,0,0
1248,1248,unknown,0,1,1,0,0,0
1249,1249,unknown,1,1,1,0,0,0
1250,1250,unknown,0,1,1,0,0,0
1251,1251,unknown,0,1,1,0,0,0
1252,1252,unknown,0,1,1,0,0,0
1253,1253,unknown,0,1,1,0,0,0
1254,1254,unknown,0,1,1,0,0,0
1255,1255,unknown,0,1,1,0,0,0
1256,1256,unknown,0,1,1,0,0,0
1257,1257,unknown,0,1,1,0,0,0
1258,1258,unknown,0,1,1,0,0,0
1259,1259,unknown,0,1,1,0,0,0
1260,1260,unknown,0,1,1,0,0,0
1261,1261,unknown,0,1,1,0,0,0
1262,1262,other,0,3,0,0,1,0
1263,1263,unknown,0,1,1,0,0,0
1264,1264,unknown,0,1,1,0,0,0
1265,1265,unknown,0,1,1,0,0,0
1266,1266,unknown,1,1,1,0,0,0
1267,1267,unknown,0,1,1,0,0,0
1268,1268,unknown,0,1,1,0,0,0
1269,1269,unknown,1,1,1,0,0,0
1270,1270,unknown,0,1,1,0,0,0
1271,1271,unknown,0,1,1,0,0,0
1272,1272,unknown,0,1,1,0,0,0
1273,1273,unknown,0,1,1,0,0,0
1274,1274,unknown,0,1,1,0,0,0
1275,1275,other,0,3,0,0,1,0
1276,1276,other,1,3,0,0,1,0
1277,1277,unknown,1,1,1,0,0,0
1278,1278,unknown,0,1,1,0,0,0
1279,1279,failure,0,2,0,1,0,0
1280,1280,unknown,0,1,1,0,0,0
1281,1281,unknown,0,1,1,0,0,0
1282,1282,unknown,0,1,1,0,0,0
1283,1283,unknown,0,1,1,0,0,0
1284,1284,unknown,0,1,1,0,0,0
1285,1285,unknown,0,1,1,0,0,0
1286,1286,unknown,0,1,1,0,0,0
1287,1287,unknown,1,1,1,0,0,0
1288,1288,unknown,0,1,1,0,0,0
1289,1289,unknown,0,1,1,0,0,0
1290,1290,unknown,0,1,1,0,0,0
1291,1291,unknown,0,1,1,0,0,0
1292,1292,unknown,0,1,1,0,0,0
1293,1293,unknown,0,1,1,0,0,0
1294,1294,unknown,0,1,1,0,0,0
1295,1295,unknown,0,1,1,0,0,0
1296,1296,unknown,0,1,1,0,0,0
1297,1297,unknown,1,1,1,0,0,0
1298,1298,unknown,0,1,1,0,0,0
1299,1299,unknown,0,1,1,0,0,0
1300,1300,unknown,1,1,1,0,0,0
1301,1301,unknown,0,1,1,0,0,0
1302,1302,unknown,0,1,1,0,0,0
1303,1303,success,1,4,0,0,0,1
1304,1304,unknown,0,1,1,0,0,0
1305,1305,unknown,0,1,1,0,0,0
1306,1306,unknown,0,1,1,0,0,0
1307,1307,unknown,0,1,1,0,0,0
1308,1308,unknown,0,1,1,0,0,0
1309,1309,failure,0,2,0,1,0,0
1310,1310,unknown,0,1,1,0,0,0
1311,1311,failure,0,2,0,1,0,0
1312,1312,failure,1,2,0,1,0,0
1313,1313,unknown,0,1,1,0,0,0
1314,1314,unknown,0,1,1,0,0,0
1315,1315,unknown,0,1,1,0,0,0
1316,1316,unknown,0,1,1,0,0,0
1317,1317,unknown,0,1,1,0,0,0
1318,1318,unknown,0,1,1,0,0,0
1319,1319,unknown,1,1,1,0,0,0
1320,1320,failure,0,2,0,1,0,0
1321,1321,unknown,0,1,1,0,0,0
1322,1322,unknown,0,1,1,0,0,0
1323,1323,failure,0,2,0,1,0,0
1324,1324,failure,0,2,0,1,0,0
1325,1325,unknown,0,1,1,0,0,0
1326,1326,unknown,0,1,1,0,0,0
1327,1327,failure,0,2,0,1,0,0
1328,1328,unknown,0,1,1,0,0,0
1329,1329,unknown,0,1,1,0,0,0
1330,1330,unknown,0,1,1,0,0,0
1331,1331,unknown,0,1,1,0,0,0
1332,1332,unknown,1,1,1,0,0,0
1333,1333,unknown,0,1,1,0,0,0
1334,1334,unknown,1,1,1,0,0,0
1335,1335,unknown,0,1,1,0,0,0
1336,1336,unknown,0,1,1,0,0,0
1337,1337,failure,0,2,0,1,0,0
1338,1338,unknown,0,1,1,0,0,0
1339,1339,unknown,0,1,1,0,0,0
1340,1340,unknown,0,1,1,0,0,0
1341,1341,unknown,0,1,1,0,0,0
1342,1342,success,1,4,0,0,0,1
1343,1343,other,1,3,0,0,1,0
1344,1344,unknown,1,1,1,0,0,0
1345,1345,failure,0,2,0,1,0,0
1346,1346,failure,0,2,0,1,0,0
1347,1347,unknown,0,1,1,0,0,0
1348,1348,unknown,0,1,1,0,0,0
1349,1349,failure,1,2,0,1,0,0
1350,1350,unknown,0,1,1,0,0,0
1351,1351,unknown,0,1,1,0,0,0
1352,1352,unknown,0,1,1,0,0,0
1353,1353,unknown,0,1,1,0,0,0
1354,1354,unknown,0,1,1,0,0,0
1355,1355,other,0,3,0,0,1,0
1356,1356,unknown,0,1,1,0,0,0
1357,1357,unknown,0,1,1,0,0,0
1358,1358,unknown,0,1,1,0,0,0
1359,1359,unknown,0,1,1,0,0,0
1360,1360,unknown,0,1,1,0,0,0
1361,1361,unknown,0,1,1,0,0,0
1362,1362,unknown,0,1,1,0,0,0
1363,1363,unknown,0,1,1,0,0,0
1364,1364,unknown,0,1,1,0,0,0
1365,1365,unknown,0,1,1,0,0,0
1366,1366,unknown,0,1,1,0,0,0
1367,1367,unknown,0,1,1,0,0,0
1368,1368,unknown,0,1,1,0,0,0
1369,1369,unknown,0,1,1,0,0,0
1370,1370,unknown,0,1,1,0,0,0
1371,1371,unknown,0,1,1,0,0,0
1372,1372,unknown,0,1,1,0,0,0
1373,1373,unknown,0,1,1,0,0,0
