,Unnamed: 0,age,job,education,contact,day,month,duration,y,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,primary,secondary,tertiary,date,age_range,Young,Middle-aged,Senior,cellular,telephone
1201,1201,40,technician,secondary,cellular,17,4,342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-04-17,Middle-aged,0,1,0,1,0
1202,1202,41,services,secondary,cellular,13,5,139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-05-13,Middle-aged,0,1,0,1,0
1203,1203,48,retired,primary,unknown,18,6,88,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2023-06-18,Middle-aged,0,1,0,0,0
1204,1204,44,entrepreneur,tertiary,cellular,28,8,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-08-28,Middle-aged,0,1,0,1,0
1205,1205,39,blue-collar,unknown,cellular,2,2,731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-02-02,Middle-aged,0,1,0,1,0
1206,1206,61,management,tertiary,cellular,2,2,670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-02-02,Senior,0,0,1,1,0
1207,1207,36,entrepreneur,primary,unknown,12,5,63,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2023-05-12,Middle-aged,0,1,0,0,0
1208,1208,28,management,tertiary,cellular,8,7,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-08,Middle-aged,0,1,0,1,0
1209,1209,58,retired,secondary,cellular,4,2,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-02-04,Senior,0,0,1,1,0
1210,1210,60,admin.,secondary,cellular,15,5,241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-15,Senior,0,0,1,1,0
1211,1211,66,admin.,secondary,cellular,5,5,272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-05,Senior,0,0,1,1,0
1212,1212,36,management,tertiary,cellular,28,8,207,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-28,Middle-aged,0,1,0,1,0
1213,1213,49,self-employed,secondary,cellular,15,5,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023-05-15,Middle-aged,0,1,0,1,0
1214,1214,40,services,secondary,unknown,12,6,543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-06-12,Middle-aged,0,1,0,0,0
1215,1215,23,technician,secondary,cellular,30,4,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-04-30,Young,1,0,0,1,0
1216,1216,29,management,tertiary,cellular,26,5,245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-26,Middle-aged,0,1,0,1,0
1217,1217,44,blue-collar,primary,unknown,9,5,94,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-09,Middle-aged,0,1,0,0,0
1218,1218,54,unknown,unknown,unknown,20,6,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-06-20,Senior,0,0,1,0,0
1219,1219,47,blue-collar,primary,telephone,30,7,203,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-07-30,Middle-aged,0,1,0,0,1
1220,1220,33,admin.,tertiary,cellular,24,7,318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023-07-24,Middle-aged,0,1,0,1,0
1221,1221,30,self-employed,secondary,cellular,13,4,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023-04-13,Middle-aged,0,1,0,1,0
1222,1222,27,admin.,secondary,cellular,21,7,177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-07-21,Middle-aged,0,1,0,1,0
1223,1223,49,management,tertiary,unknown,17,11,56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-11-17,Middle-aged,0,1,0,0,0
1224,1224,27,services,secondary,unknown,4,6,172,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-06-04,Middle-aged,0,1,0,0,0
1225,1225,51,blue-collar,secondary,cellular,7,5,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-07,Senior,0,0,1,1,0
1226,1226,32,admin.,secondary,cellular,18,5,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-18,Middle-aged,0,1,0,1,0
1227,1227,30,blue-collar,secondary,unknown,16,5,123,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-16,Middle-aged,0,1,0,0,0
1228,1228,33,admin.,secondary,cellular,20,11,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-11-20,Middle-aged,0,1,0,1,0
1229,1229,27,blue-collar,primary,unknown,30,5,385,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-30,Middle-aged,0,1,0,0,0
1230,1230,75,retired,secondary,cellular,18,12,415,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-12-18,Senior,0,0,1,1,0
1231,1231,37,services,secondary,cellular,2,2,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-02-02,Middle-aged,0,1,0,1,0
1232,1232,36,technician,secondary,unknown,16,6,243,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-06-16,Middle-aged,0,1,0,0,0
1233,1233,37,blue-collar,secondary,unknown,9,5,137,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-09,Middle-aged,0,1,0,0,0
1234,1234,35,management,tertiary,unknown,23,5,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-23,Middle-aged,0,1,0,0,0
1235,1235,32,services,secondary,cellular,20,4,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-04-20,Middle-aged,0,1,0,1,0
1236,1236,32,admin.,secondary,cellular,16,7,255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-07-16,Middle-aged,0,1,0,1,0
1237,1237,35,admin.,primary,cellular,11,5,95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2023-05-11,Middle-aged,0,1,0,1,0
1238,1238,31,blue-collar,primary,cellular,10,7,112,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-07-10,Middle-aged,0,1,0,1,0
1239,1239,28,blue-collar,secondary,cellular,5,5,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-05,Middle-aged,0,1,0,1,0
1240,1240,27,services,secondary,cellular,18,5,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-05-18,Middle-aged,0,1,0,1,0
1241,1241,22,student,unknown,cellular,2,9,154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-09-02,Young,1,0,0,1,0
1242,1242,35,blue-collar,primary,cellular,13,5,135,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-13,Middle-aged,0,1,0,1,0
1243,1243,69,retired,primary,cellular,14,8,230,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-08-14,Senior,0,0,1,1,0
1244,1244,37,entrepreneur,tertiary,cellular,17,11,349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-11-17,Middle-aged,0,1,0,1,0
1245,1245,45,admin.,secondary,cellular,8,5,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-08,Middle-aged,0,1,0,1,0
1246,1246,47,management,tertiary,cellular,22,7,268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-22,Middle-aged,0,1,0,1,0
1247,1247,52,management,tertiary,cellular,11,5,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-11,Senior,0,0,1,1,0
1248,1248,33,services,secondary,cellular,28,7,263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-28,Middle-aged,0,1,0,1,0
1249,1249,60,blue-collar,primary,cellular,18,8,671,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-08-18,Senior,0,0,1,1,0
1250,1250,33,management,secondary,unknown,2,6,197,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2023-06-02,Middle-aged,0,1,0,0,0
1251,1251,44,admin.,secondary,cellular,28,1,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-01-28,Middle-aged,0,1,0,1,0
1252,1252,38,entrepreneur,secondary,cellular,20,11,452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2023-11-20,Middle-aged,0,1,0,1,0
1253,1253,54,entrepreneur,secondary,unknown,15,5,352,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2023-05-15,Senior,0,0,1,0,0
1254,1254,32,unemployed,primary,cellular,15,7,175,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-07-15,Middle-aged,0,1,0,1,0
1255,1255,33,technician,secondary,cellular,19,11,163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-11-19,Middle-aged,0,1,0,1,0
1256,1256,55,services,secondary,unknown,29,5,200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-29,Senior,0,0,1,0,0
1257,1257,51,blue-collar,primary,unknown,16,6,75,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-06-16,Senior,0,0,1,0,0
1258,1258,48,blue-collar,secondary,cellular,16,4,227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-04-16,Middle-aged,0,1,0,1,0
1259,1259,37,services,secondary,cellular,3,2,586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-02-03,Middle-aged,0,1,0,1,0
1260,1260,33,services,secondary,cellular,10,7,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-10,Middle-aged,0,1,0,1,0
1261,1261,30,blue-collar,primary,telephone,22,7,80,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-07-22,Middle-aged,0,1,0,0,1
1262,1262,43,blue-collar,primary,cellular,12,5,112,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-12,Middle-aged,0,1,0,1,0
1263,1263,49,technician,secondary,unknown,19,5,130,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-05-19,Middle-aged,0,1,0,0,0
1264,1264,54,unemployed,primary,cellular,3,2,237,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-02-03,Senior,0,0,1,1,0
1265,1265,31,unemployed,tertiary,cellular,26,8,377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-26,Middle-aged,0,1,0,1,0
1266,1266,54,unknown,unknown,cellular,7,10,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-07,Senior,0,0,1,1,0
1267,1267,36,unemployed,secondary,cellular,29,7,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-29,Middle-aged,0,1,0,1,0
1268,1268,30,admin.,secondary,cellular,15,7,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-07-15,Middle-aged,0,1,0,1,0
1269,1269,27,technician,secondary,unknown,1,7,650,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-07-01,Middle-aged,0,1,0,0,0
1270,1270,30,admin.,secondary,unknown,16,5,107,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2023-05-16,Middle-aged,0,1,0,0,0
1271,1271,30,blue-collar,secondary,unknown,20,5,610,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-20,Middle-aged,0,1,0,0,0
1272,1272,35,technician,secondary,cellular,25,8,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-08-25,Middle-aged,0,1,0,1,0
1273,1273,33,services,secondary,unknown,8,5,216,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-08,Middle-aged,0,1,0,0,0
1274,1274,43,blue-collar,primary,cellular,31,7,747,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-07-31,Middle-aged,0,1,0,1,0
1275,1275,41,blue-collar,secondary,cellular,11,5,313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-11,Middle-aged,0,1,0,1,0
1276,1276,41,management,tertiary,cellular,23,4,252,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-04-23,Middle-aged,0,1,0,1,0
1277,1277,46,admin.,secondary,cellular,13,2,121,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-02-13,Middle-aged,0,1,0,1,0
1278,1278,54,blue-collar,secondary,unknown,7,5,799,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-07,Senior,0,0,1,0,0
1279,1279,32,management,tertiary,cellular,23,6,883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-23,Middle-aged,0,1,0,1,0
1280,1280,30,technician,tertiary,unknown,16,5,197,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023-05-16,Middle-aged,0,1,0,0,0
1281,1281,40,entrepreneur,primary,cellular,11,7,271,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2023-07-11,Middle-aged,0,1,0,1,0
1282,1282,30,blue-collar,primary,unknown,12,5,221,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-12,Middle-aged,0,1,0,0,0
1283,1283,27,admin.,secondary,cellular,14,7,243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-07-14,Middle-aged,0,1,0,1,0
1284,1284,41,blue-collar,primary,unknown,15,5,72,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-15,Middle-aged,0,1,0,0,0
1285,1285,54,services,secondary,cellular,2,8,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-08-02,Senior,0,0,1,1,0
1286,1286,32,management,tertiary,telephone,28,1,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-28,Middle-aged,0,1,0,0,1
1287,1287,31,management,tertiary,cellular,11,2,280,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-02-11,Middle-aged,0,1,0,1,0
1288,1288,42,blue-collar,secondary,unknown,26,5,115,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-26,Middle-aged,0,1,0,0,0
1289,1289,48,admin.,primary,unknown,20,6,29,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2023-06-20,Middle-aged,0,1,0,0,0
1290,1290,34,blue-collar,primary,cellular,14,5,406,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-14,Middle-aged,0,1,0,1,0
1291,1291,55,technician,secondary,cellular,25,8,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-08-25,Senior,0,0,1,1,0
1292,1292,49,technician,secondary,telephone,30,7,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-07-30,Middle-aged,0,1,0,0,1
1293,1293,46,management,tertiary,unknown,5,6,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-06-05,Middle-aged,0,1,0,0,0
1294,1294,47,entrepreneur,unknown,unknown,6,5,135,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2023-05-06,Middle-aged,0,1,0,0,0
1295,1295,24,management,tertiary,cellular,3,7,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-03,Young,1,0,0,1,0
1296,1296,58,entrepreneur,secondary,unknown,16,6,684,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2023-06-16,Senior,0,0,1,0,0
1297,1297,32,management,tertiary,cellular,21,8,686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-21,Middle-aged,0,1,0,1,0
1298,1298,25,student,secondary,cellular,2,3,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2023-03-02,Young,1,0,0,1,0
1299,1299,49,blue-collar,secondary,unknown,17,6,150,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-06-17,Middle-aged,0,1,0,0,0
1300,1300,59,retired,secondary,cellular,14,5,1060,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-05-14,Senior,0,0,1,1,0
1301,1301,30,management,tertiary,unknown,6,6,122,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-06-06,Middle-aged,0,1,0,0,0
1302,1302,46,blue-collar,secondary,unknown,26,5,724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-05-26,Middle-aged,0,1,0,0,0
1303,1303,42,management,unknown,cellular,19,10,230,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-19,Middle-aged,0,1,0,1,0
1304,1304,37,entrepreneur,tertiary,unknown,20,6,187,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2023-06-20,Middle-aged,0,1,0,0,0
1305,1305,44,blue-collar,primary,unknown,19,5,179,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-05-19,Middle-aged,0,1,0,0,0
1306,1306,49,services,secondary,cellular,4,8,357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-08-04,Middle-aged,0,1,0,1,0
1307,1307,41,blue-collar,secondary,unknown,5,6,82,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-06-05,Middle-aged,0,1,0,0,0
1308,1308,48,technician,tertiary,telephone,26,8,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-08-26,Middle-aged,0,1,0,0,1
1309,1309,31,management,secondary,cellular,7,4,424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2023-04-07,Middle-aged,0,1,0,1,0
1310,1310,37,student,unknown,unknown,18,6,115,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2023-06-18,Middle-aged,0,1,0,0,0
1311,1311,51,services,secondary,cellular,3,2,177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-02-03,Senior,0,0,1,1,0
1312,1312,80,retired,secondary,telephone,9,6,712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023-06-09,Senior,0,0,1,0,1
1313,1313,32,management,tertiary,unknown,6,5,118,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-06,Middle-aged,0,1,0,0,0
1314,1314,48,services,primary,unknown,2,6,25,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2023-06-02,Middle-aged,0,1,0,0,0
1315,1315,49,blue-collar,tertiary,unknown,12,6,753,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2023-06-12,Middle-aged,0,1,0,0,0
1316,1316,30,management,tertiary,cellular,17,7,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-17,Middle-aged,0,1,0,1,0
1317,1317,27,self-employed,secondary,cellular,30,1,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023-01-30,Middle-aged,0,1,0,1,0
1318,1318,34,technician,secondary,cellular,13,8,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-08-13,Middle-aged,0,1,0,1,0
1319,1319,49,management,secondary,cellular,19,11,1081,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2023-11-19,Middle-aged,0,1,0,1,0
1320,1320,48,management,tertiary,telephone,7,5,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-07,Middle-aged,0,1,0,0,1
1321,1321,40,services,secondary,cellular,4,6,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-06-04,Middle-aged,0,1,0,1,0
1322,1322,38,blue-collar,secondary,cellular,18,11,354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-11-18,Middle-aged,0,1,0,1,0
1323,1323,46,blue-collar,primary,cellular,6,5,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-06,Middle-aged,0,1,0,1,0
1324,1324,41,entrepreneur,tertiary,cellular,19,11,209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-11-19,Middle-aged,0,1,0,1,0
1325,1325,28,management,tertiary,cellular,14,5,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-14,Middle-aged,0,1,0,1,0
1326,1326,51,services,unknown,unknown,29,5,147,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-05-29,Senior,0,0,1,0,0
1327,1327,33,blue-collar,primary,telephone,11,5,41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-11,Middle-aged,0,1,0,0,1
1328,1328,26,management,tertiary,unknown,26,5,111,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-26,Middle-aged,0,1,0,0,0
1329,1329,34,admin.,secondary,cellular,14,4,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-04-14,Middle-aged,0,1,0,1,0
1330,1330,27,blue-collar,secondary,cellular,7,5,411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-05-07,Middle-aged,0,1,0,1,0
1331,1331,42,self-employed,secondary,cellular,10,7,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023-07-10,Middle-aged,0,1,0,1,0
1332,1332,45,admin.,secondary,cellular,3,6,224,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-06-03,Middle-aged,0,1,0,1,0
1333,1333,31,technician,secondary,unknown,12,5,1083,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-05-12,Middle-aged,0,1,0,0,0
1334,1334,32,management,tertiary,unknown,12,5,757,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2023-05-12,Middle-aged,0,1,0,0,0
1335,1335,39,blue-collar,primary,unknown,17,6,57,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023-06-17,Middle-aged,0,1,0,0,0
1336,1336,26,blue-collar,secondary,cellular,30,7,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023-07-30,Middle-aged,0,1,0,1,0
1337,1337,40,management,tertiary,cellular,15,3,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-03-15,Middle-aged,0,1,0,1,0
1338,1338,52,services,secondary,cellular,16,7,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-07-16,Senior,0,0,1,1,0
1339,1339,40,technician,tertiary,cellular,15,1,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-01-15,Middle-aged,0,1,0,1,0
1340,1340,48,technician,secondary,cellular,7,8,524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-08-07,Middle-aged,0,1,0,1,0
1341,1341,31,services,secondary,unknown,13,5,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-13,Middle-aged,0,1,0,0,0
1342,1342,27,admin.,secondary,cellular,6,5,653,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-06,Middle-aged,0,1,0,1,0
1343,1343,47,technician,secondary,unknown,11,9,91,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-09-11,Middle-aged,0,1,0,0,0
1344,1344,28,management,secondary,cellular,10,3,93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2023-03-10,Middle-aged,0,1,0,1,0
1345,1345,40,management,tertiary,cellular,6,5,503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-06,Middle-aged,0,1,0,1,0
1346,1346,34,admin.,secondary,cellular,13,4,186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-04-13,Middle-aged,0,1,0,1,0
1347,1347,29,self-employed,tertiary,unknown,23,5,121,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2023-05-23,Middle-aged,0,1,0,0,0
1348,1348,36,management,tertiary,cellular,19,8,452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-08-19,Middle-aged,0,1,0,1,0
1349,1349,83,retired,primary,telephone,22,6,883,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-06-22,Senior,0,0,1,0,1
1350,1350,55,services,primary,unknown,15,5,104,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2023-05-15,Senior,0,0,1,0,0
1351,1351,43,management,tertiary,cellular,29,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-29,Middle-aged,0,1,0,1,0
1352,1352,23,student,secondary,telephone,19,6,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2023-06-19,Young,1,0,0,0,1
1353,1353,44,technician,tertiary,cellular,4,7,178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2023-07-04,Middle-aged,0,1,0,1,0
1354,1354,58,blue-collar,primary,cellular,15,5,74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-05-15,Senior,0,0,1,1,0
1355,1355,29,admin.,secondary,cellular,10,3,217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-03-10,Middle-aged,0,1,0,1,0
1356,1356,30,management,tertiary,cellular,2,2,475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-02-02,Middle-aged,0,1,0,1,0
1357,1357,29,admin.,secondary,cellular,7,5,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2023-05-07,Middle-aged,0,1,0,1,0
1358,1358,41,technician,secondary,cellular,11,3,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-03-11,Middle-aged,0,1,0,1,0
1359,1359,35,housemaid,primary,cellular,14,7,340,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2023-07-14,Middle-aged,0,1,0,1,0
1360,1360,31,technician,secondary,cellular,23,7,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-07-23,Middle-aged,0,1,0,1,0
1361,1361,27,admin.,tertiary,cellular,29,1,242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023-01-29,Middle-aged,0,1,0,1,0
1362,1362,47,services,secondary,unknown,16,5,323,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2023-05-16,Middle-aged,0,1,0,0,0
1363,1363,53,self-employed,tertiary,unknown,16,6,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2023-06-16,Senior,0,0,1,0,0
1364,1364,34,management,tertiary,cellular,14,7,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-14,Middle-aged,0,1,0,1,0
1365,1365,34,blue-collar,primary,cellular,9,7,134,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2023-07-09,Middle-aged,0,1,0,1,0
1366,1366,36,management,tertiary,cellular,14,5,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023-05-14,Middle-aged,0,1,0,1,0
1367,1367,40,technician,secondary,cellular,18,8,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023-08-18,Middle-aged,0,1,0,1,0
1368,1368,37,self-employed,tertiary,unknown,17,6,200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2023-06-17,Middle-aged,0,1,0,0,0
1369,1369,65,retired,unknown,cellular,2,8,245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023-08-02,Senior,0,0,1,1,0
1370,1370,53,technician,secondary,unknown,16,5,343,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2023-05-16,Senior,0,0,1,0,0
